"d_phi_p [deg]","fc [GHz]","Time [us]","re(SP(i1)) [mV]","re(SP(i2)) [mV]","re(SP(i3)) [mV]","re(SP(i4)) [mV]","re(SP(q1)) [mV]","re(SP(q2)) [mV]","re(SP(q3)) [mV]","re(SP(q4)) [mV]"
26,2.46,96,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
26,2.46,104,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
26,2.46,112,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
26,2.46,120,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
26,2.46,128,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
26,2.46,136,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,0,45.8098719669295,51.4436858326469,53.085438749151,46.8449469206912,-106.364834983197,-97.1517926600461,-89.994053666612,-103.358490308257
27,2.46,8,45.8164495340298,51.4504720250458,53.0915101272511,46.8515393457178,-106.371343874444,-97.1588795535459,-90.0000379975648,-103.364654583485
27,2.46,16,45.8211121387021,51.4552824992381,53.0958142593083,46.8562125676477,-106.375959578547,-97.1639044776112,-90.0042811082057,-103.369026062676
27,2.46,24,45.8257843044894,51.4601028232817,53.1001275063126,46.8608954431055,-106.380586230466,-97.1689407679462,-90.0085337774446,-103.373408039775
27,2.46,32,45.832408035727,51.4669365739319,53.106242894329,46.8675344784702,-106.387147981384,-97.1760825415205,-90.0145642604427,-103.37962300238
27,2.46,40,45.8484775316399,51.4835154693316,53.121081545995,46.8836416913872,-106.403079518322,-97.1934177222043,-90.0292016882941,-103.394713638847
27,2.46,48,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,56,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,64,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,72,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,80,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,88,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,96,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,104,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,112,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,120,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,128,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
27,2.46,136,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,0,45.8098719669295,51.4436858326469,53.085438749151,46.8449469206912,-106.364834983197,-97.1517926600461,-89.994053666612,-103.358490308257
28,2.46,8,45.8164495340298,51.4504720250458,53.0915101272511,46.8515393457178,-106.371343874444,-97.1588795535459,-90.0000379975648,-103.364654583485
28,2.46,16,45.8211121387021,51.4552824992381,53.0958142593083,46.8562125676477,-106.375959578547,-97.1639044776112,-90.0042811082057,-103.369026062676
28,2.46,24,45.8257843044894,51.4601028232817,53.1001275063126,46.8608954431055,-106.380586230466,-97.1689407679462,-90.0085337774446,-103.373408039775
28,2.46,32,45.832408035727,51.4669365739319,53.106242894329,46.8675344784702,-106.387147981384,-97.1760825415205,-90.0145642604427,-103.37962300238
28,2.46,40,45.8484775316399,51.4835154693316,53.121081545995,46.8836416913872,-106.403079518322,-97.1934177222043,-90.0292016882941,-103.394713638847
28,2.46,48,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,56,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,64,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,72,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,80,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,88,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,96,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,104,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,112,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,120,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,128,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
28,2.46,136,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,0,45.8098719669295,51.4436858326469,53.085438749151,46.8449469206912,-106.364834983197,-97.1517926600461,-89.994053666612,-103.358490308257
29,2.46,8,45.8164495340298,51.4504720250458,53.0915101272511,46.8515393457178,-106.371343874444,-97.1588795535459,-90.0000379975648,-103.364654583485
29,2.46,16,45.8211121387021,51.4552824992381,53.0958142593083,46.8562125676477,-106.375959578547,-97.1639044776112,-90.0042811082057,-103.369026062676
29,2.46,24,45.8257843044894,51.4601028232817,53.1001275063126,46.8608954431055,-106.380586230466,-97.1689407679462,-90.0085337774446,-103.373408039775
29,2.46,32,45.832408035727,51.4669365739319,53.106242894329,46.8675344784702,-106.387147981384,-97.1760825415205,-90.0145642604427,-103.37962300238
29,2.46,40,45.8484775316399,51.4835154693316,53.121081545995,46.8836416913872,-106.403079518322,-97.1934177222043,-90.0292016882941,-103.394713638847
29,2.46,48,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,56,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,64,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,72,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,80,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,88,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,96,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,104,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,112,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,120,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,128,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
29,2.46,136,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,0,45.8098719669295,51.4436858326469,53.085438749151,46.8449469206912,-106.364834983197,-97.1517926600461,-89.994053666612,-103.358490308257
30,2.46,8,45.8164495340298,51.4504720250458,53.0915101272511,46.8515393457178,-106.371343874444,-97.1588795535459,-90.0000379975648,-103.364654583485
30,2.46,16,45.8211121387021,51.4552824992381,53.0958142593083,46.8562125676477,-106.375959578547,-97.1639044776112,-90.0042811082057,-103.369026062676
30,2.46,24,45.8257843044894,51.4601028232817,53.1001275063126,46.8608954431055,-106.380586230466,-97.1689407679462,-90.0085337774446,-103.373408039775
30,2.46,32,45.832408035727,51.4669365739319,53.106242894329,46.8675344784702,-106.387147981384,-97.1760825415205,-90.0145642604427,-103.37962300238
30,2.46,40,45.8484775316399,51.4835154693316,53.121081545995,46.8836416913872,-106.403079518322,-97.1934177222043,-90.0292016882941,-103.394713638847
30,2.46,48,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,56,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,64,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,72,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,80,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,88,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,96,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,104,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,112,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,120,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,128,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
30,2.46,136,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,0,45.8098719669295,51.4436858326469,53.085438749151,46.8449469206912,-106.364834983197,-97.1517926600461,-89.994053666612,-103.358490308257
31,2.46,8,45.8164495340298,51.4504720250458,53.0915101272511,46.8515393457178,-106.371343874444,-97.1588795535459,-90.0000379975648,-103.364654583485
31,2.46,16,45.8211121387021,51.4552824992381,53.0958142593083,46.8562125676477,-106.375959578547,-97.1639044776112,-90.0042811082057,-103.369026062676
31,2.46,24,45.8257843044894,51.4601028232817,53.1001275063126,46.8608954431055,-106.380586230466,-97.1689407679462,-90.0085337774446,-103.373408039775
31,2.46,32,45.832408035727,51.4669365739319,53.106242894329,46.8675344784702,-106.387147981384,-97.1760825415205,-90.0145642604427,-103.37962300238
31,2.46,40,45.8484775316399,51.4835154693316,53.121081545995,46.8836416913872,-106.403079518322,-97.1934177222043,-90.0292016882941,-103.394713638847
31,2.46,48,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,56,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,64,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,72,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,80,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,88,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,96,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,104,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,112,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,120,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,128,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
31,2.46,136,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,0,45.8098719669295,51.4436858326469,53.085438749151,46.8449469206912,-106.364834983197,-97.1517926600461,-89.994053666612,-103.358490308257
32,2.46,8,45.8164495340298,51.4504720250458,53.0915101272511,46.8515393457178,-106.371343874444,-97.1588795535459,-90.0000379975648,-103.364654583485
32,2.46,16,45.8211121387021,51.4552824992381,53.0958142593083,46.8562125676477,-106.375959578547,-97.1639044776112,-90.0042811082057,-103.369026062676
32,2.46,24,45.8257843044894,51.4601028232817,53.1001275063126,46.8608954431055,-106.380586230466,-97.1689407679462,-90.0085337774446,-103.373408039775
32,2.46,32,45.832408035727,51.4669365739319,53.106242894329,46.8675344784702,-106.387147981384,-97.1760825415205,-90.0145642604427,-103.37962300238
32,2.46,40,45.8484775316399,51.4835154693316,53.121081545995,46.8836416913872,-106.403079518322,-97.1934177222043,-90.0292016882941,-103.394713638847
32,2.46,48,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,56,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,64,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,72,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,80,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,88,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,96,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,104,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,112,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,120,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,128,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
32,2.46,136,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,0,45.8098719669295,51.4436858326469,53.085438749151,46.8449469206912,-106.364834983197,-97.1517926600461,-89.994053666612,-103.358490308257
33,2.46,8,45.8164495340298,51.4504720250458,53.0915101272511,46.8515393457178,-106.371343874444,-97.1588795535459,-90.0000379975648,-103.364654583485
33,2.46,16,45.8211121387021,51.4552824992381,53.0958142593083,46.8562125676477,-106.375959578547,-97.1639044776112,-90.0042811082057,-103.369026062676
33,2.46,24,45.8257843044894,51.4601028232817,53.1001275063126,46.8608954431055,-106.380586230466,-97.1689407679462,-90.0085337774446,-103.373408039775
33,2.46,32,45.832408035727,51.4669365739319,53.106242894329,46.8675344784702,-106.387147981384,-97.1760825415205,-90.0145642604427,-103.37962300238
33,2.46,40,45.8484775316399,51.4835154693316,53.121081545995,46.8836416913872,-106.403079518322,-97.1934177222043,-90.0292016882941,-103.394713638847
33,2.46,48,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,56,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,64,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,72,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,80,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,88,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,96,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,104,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,112,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,120,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,128,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
33,2.46,136,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,0,45.8098719669295,51.4436858326469,53.085438749151,46.8449469206912,-106.364834983197,-97.1517926600461,-89.994053666612,-103.358490308257
34,2.46,8,45.8164495340298,51.4504720250458,53.0915101272511,46.8515393457178,-106.371343874444,-97.1588795535459,-90.0000379975648,-103.364654583485
34,2.46,16,45.8211121387021,51.4552824992381,53.0958142593083,46.8562125676477,-106.375959578547,-97.1639044776112,-90.0042811082057,-103.369026062676
34,2.46,24,45.8257843044894,51.4601028232817,53.1001275063126,46.8608954431055,-106.380586230466,-97.1689407679462,-90.0085337774446,-103.373408039775
34,2.46,32,45.832408035727,51.4669365739319,53.106242894329,46.8675344784702,-106.387147981384,-97.1760825415205,-90.0145642604427,-103.37962300238
34,2.46,40,45.8484775316399,51.4835154693316,53.121081545995,46.8836416913872,-106.403079518322,-97.1934177222043,-90.0292016882941,-103.394713638847
34,2.46,48,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,56,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,64,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,72,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,80,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,88,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,96,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,104,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,112,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,120,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,128,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
34,2.46,136,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,0,45.8098719669295,51.4436858326469,53.085438749151,46.8449469206912,-106.364834983197,-97.1517926600461,-89.994053666612,-103.358490308257
35,2.46,8,45.8164495340298,51.4504720250458,53.0915101272511,46.8515393457178,-106.371343874444,-97.1588795535459,-90.0000379975648,-103.364654583485
35,2.46,16,45.8211121387021,51.4552824992381,53.0958142593083,46.8562125676477,-106.375959578547,-97.1639044776112,-90.0042811082057,-103.369026062676
35,2.46,24,45.8257843044894,51.4601028232817,53.1001275063126,46.8608954431055,-106.380586230466,-97.1689407679462,-90.0085337774446,-103.373408039775
35,2.46,32,45.832408035727,51.4669365739319,53.106242894329,46.8675344784702,-106.387147981384,-97.1760825415205,-90.0145642604427,-103.37962300238
35,2.46,40,45.8484775316399,51.4835154693316,53.121081545995,46.8836416913872,-106.403079518322,-97.1934177222043,-90.0292016882941,-103.394713638847
35,2.46,48,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,56,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,64,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,72,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,80,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,88,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,96,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,104,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,112,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,120,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,128,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
35,2.46,136,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,0,45.8098719669295,51.4436858326469,53.085438749151,46.8449469206912,-106.364834983197,-97.1517926600461,-89.994053666612,-103.358490308257
36,2.46,8,45.8164495340298,51.4504720250458,53.0915101272511,46.8515393457178,-106.371343874444,-97.1588795535459,-90.0000379975648,-103.364654583485
36,2.46,16,45.8211121387021,51.4552824992381,53.0958142593083,46.8562125676477,-106.375959578547,-97.1639044776112,-90.0042811082057,-103.369026062676
36,2.46,24,45.8257843044894,51.4601028232817,53.1001275063126,46.8608954431055,-106.380586230466,-97.1689407679462,-90.0085337774446,-103.373408039775
36,2.46,32,45.832408035727,51.4669365739319,53.106242894329,46.8675344784702,-106.387147981384,-97.1760825415205,-90.0145642604427,-103.37962300238
36,2.46,40,45.8484775316399,51.4835154693316,53.121081545995,46.8836416913872,-106.403079518322,-97.1934177222043,-90.0292016882941,-103.394713638847
36,2.46,48,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,56,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,64,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,72,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,80,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,88,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,96,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,104,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,112,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,120,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,128,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
36,2.46,136,43.514515111822,49.074218225776,50.9335331051087,44.5392853124689,-103.976418761379,-94.6098315170722,-87.8509641791842,-101.084295420268
37,2.46,0,45.8098719669295,51.4436858326469,53.085438749151,46.8449469206912,-106.364834983197,-97.1517926600461,-89.994053666612,-103.358490308257
37,2.46,8,45.8164495340298,51.4504720250458,53.0915101272511,46.8515393457178,-106.371343874444,-97.1588795535459,-90.0000379975648,-103.364654583485
37,2.46,16,45.8211121387021,51.4552824992381,53.0958142593083,46.8562125676477,-106.375959578547,-97.1639044776112,-90.0042811082057,-103.369026062676
37,2.46,24,45.8257843044894,51.4601028232817,53.1001275063126,46.8608954431055,-106.380586230466,-97.1689407679462,-90.0085337774446,-103.373408039775
37,2.46,32,45.832408035727,51.4669365739319,53.106242894329,46.8675344784702,-106.387147981384,-97.1760825415205,-90.0145642604427,-103.37962300238
